,sunb_name,contents_origin,ingd_code
4381,프로필헥세드린(Propylhexedrine),,
4382,염산프로필헥세드린(Propylhexedrine Hydrochloride),,
4383,프로필리오돈(Propyliodone),,
4384,프로필티오우라실(Propylthiouracil),이 약은 비타민 K의 효과를 상쇄시킬 수 있어요.,
4385,이소프로필안티피린(Isopropylantipyrine),,
4386,프로피로마진브로마이드(Propyromazine Bromide),,
4387,프로콰존(Proquazone),,
4388,프로록산(Proroxan),,
4389,프로실라리딘(Proscillaridin),,
4390,프로스피디움클로라이드(Prospidium Chloride),,
4391,프로스탈렌(Prostalene),,
4392,프로설티아민(Prosultiamine),,
4393,프로타민(Protamine),,
4394,프로타민염산염(Protamine Hydrochloride),,
4395,프로타민황산염(Protamine Sulfate),,
4396,프로테인C(Protein C),,
4397,프로테오브로민(Protheobromine),,
4398,염산프로티펜딜(Prothipendyl Hydrochloride),,
4399,프로티오페이트(Protiofate),,
4400,프로티온아미드(Prothionamide),,
4401,프로티렐린(Protirelin),,
4402,프로티지닉에시드(Protizinic Acid),,
4403,염산프로토키롤(Protokylol Hydrochloride),,
4404,프로토포르피린디나트륨(Protoporphyrin Disodium),,
4405,프로트립틸린염산염(Protriptyline Hydrochloride),,
4406,프록사졸시트르산염(Proxazole Citrate),,
4407,프록시바비탈(Proxibarbal),,
4408,프록시크로밀(Proxicromil),,
4409,프록시필린(Proxyphylline),,
4410,프로자핀염산염(Prozapine Hydrochloride),,
4411,프룰리플록사신(Prulifloxacin),,
4412,프룬(Prune),,
4413,프루시안블루(Prussian Blue),,
4414,수도에페드린(Pseudoephedrine),{{카페인}} 복용시 주의하세요. 과량의 카페인은 중추신경을 과도하게 자극할 수 있어요.,
4415,슈도에페드린염산염(Pseudoephedrine Hydrochloride),{{카페인}} 복용시 주의하세요. 과량의 카페인은 중추신경을 과도하게 자극할 수 있어요.,
4416,슈도에페드린황산염(Pseudoephedrine Sulfate),{{카페인}} 복용시 주의하세요. 과량의 카페인은 중추신경을 과도하게 자극할 수 있어요.,
4417,녹농균면역글로불린(Pseudomonas Immunoglobulins),,
4418,녹농균백신(Pseudomonas Vaccines),,
4419,싸이로신(Psilocyn),,
4420,실로사이빈(Psilocybine),,
4421,페니로얄유(Pulegium Oil),,
4422,풀사틸라(Pulsatilla),,
4423,푸막탄트(Pumactant),,
4424,해부석(Pumex),,
4425,푸밀리오파인오일(Pumilio Pine Oil),,
4426,푸나르나바(Punarnava),,
4427,꿀(Honey),,
4428,규조토(Purified Siliceous Earth),,
4429,탤크(Talc),,
4430,정제수(Purified Water),,
4431,피지움아프리카눔피(Pygeum Africanum Bark),,
4432,피라클로포스(Pyraclofos),,
4433,피란텔파모산염(Pyrantel Pamoate),,
4434,피라진아미드(Pyrazinamide),음주를 삼가세요.,
4435,제충국(Pyrethrum Flower),,
4436,피리디놀카르바메이트(Pyridinol Carbamate),,
4437,피리도필린(Pyridofylline),,
4438,피리도스티그민브롬화물(Pyridostigmine Bromide),,
4439,피리독살포스페이트수화물(Pyridoxal Phosphate Hydrate),,
4440,염산피리독사민(Pyridoxamine Hydrochloride),,
4441,피리독신클로비프레이트(Pyridoxine Clofibrate),,
4442,피리독신염산염(Pyridoxine Hydrochloride),,
4443,피리메타민(Pyrimethamine),,
4444,피리미테이트(Pyrimitate),,
4445,피리프록시펜(Pyriproxyfen),,
4446,피리티디움브로마이드(Pyrithidium Bromide),,
4447,피리티온아연(Pyrithione Zinc),,
4448,피리칠디온(Pyrithyldione),,
4449,피리티옥신염산염(Pyrithioxin Hydrochloride),,
4450,피로갈롤(Pyrogallol),,
4451,피로나리딘포스페이트(Pyronaridine Phosphate),,
4452,피로바레론(Pyrovalerone),,
4453,피록실린(Pyroxylin),,
4454,피롤니트린(Pyrrolnitrin),,
4455,피르비늄파모산염(Pyrvinium Pamoate),,
4456,Q열백신(Q Fever Vaccines),,
4457,쿠아시아(Quassia),,
4458,쿠아제팜(Quazepam),,
4459,쿠에르세틴(Quercetin),,
4460,쿠에티아핀푸마르산염(Quetiapine Fumarate),식사와 관계없이 복용할 수 있어요. ,
4461,쿠에티아핀푸마르산염(Quetiapine Fumarate),자몽주스 섭취를 삼가세요.,
4462,쿠에티아핀푸마르산염(Quetiapine Fumarate),음주를 삼가세요. 진정작용이 심해질 수 있어요.,
4463,염산퀴페나딘(Quifenadine Hydrochloride),,
4464,퀴라이아(Quillaia),,
4465,염산퀴나골리드(Quinagolide Hydrochloride),,
4466,퀴날비탈(Quinalbital),,
4467,퀴나프릴염산염(Quinapril Hydrochloride),"감초를 많이 섭취하지 마세요. 감초캔디(감초트위스트)를 하루에 2~3개 이상 섭취할 경우, 코티솔 농도가 높아지고 나트륩 재흡수, 칼륨 배설이 높아져 항고혈압약의 효과를 방해할 수 있습니다.",
4468,퀴나프릴염산염(Quinapril Hydrochloride),이 약은 체내 칼륨을 증가시킬 수 있어요. 과량의 {{칼륨을 포함하는 식단}}을 피하세요. 체내 칼륨이 지나치게 많아지면 심박이 불규칙해질 수 있어요. ,
4469,퀸보론(Quinbolone),,
4470,퀴네스트라돌(Quinestradol),,
4471,퀴네스트롤(Quinestrol),,
4472,퀴네타존(Quinethazone),,
4473,퀸파미드(Quinfamide),,
4474,퀴니딘(Quinidine),자몽주스 섭취를 피하세요.,
4475,퀴니딘바이설페이트(Quinidine Bisulphate),자몽주스 섭취를 피하세요.,
4476,퀴니딘글루콘산염(Quinidine Gluconate),자몽주스 섭취를 피하세요.,
4477,퀴니딘폴리갈락투로네이트(Quinidine Polygalacturonate),자몽주스 섭취를 피하세요.,
4478,퀴니딘황산염수화물(Quinidine Sulfate Hydrate),자몽주스 섭취를 피하세요.,
4479,퀴닌(Quinine),,
4480,"퀴닌,우레아하이드로클로라이드(Quinine and Urea Hydrochloride)",,
4481,퀴닌아스코르베이트(Quinine Ascorbate),,
4482,퀴닌바이설페이트(Quinine Bisulphate),,
4483,퀴닌디하이드로클로라이드(Quinine Dihydrochloride),,
4484,퀴닌에틸카르보네이트(Quinine Ethyl Carbonate),,
4485,퀴닌브롬화수소산염(Quinine Hydrobromide),,
4486,퀴닌황산염수화물(Quinine Sulfate Hydrate),,
4487,퀴노시드디하이드로클로라이드(Quinocide Dihydrochloride),,
4488,퀴놀린옐로우(Quinoline Yellow),,
4489,퀴누프라민(Quinupramine),,
4490,퀴누프리스틴(Quinupristin),,
4491,퀴누프리스틴메실레이트(Quinupristin Mesilate),,
4492,퀴누로니움설페이트(Quinuronium Sulfate),,
4493,라베프라졸나트륨(Rabeprazole Sodium),식사와 관계없이 복용할 수 있어요. ,
4494,라베프라졸나트륨(Rabeprazole Sodium),"음주와 흡연을 삼가세요. 알코올과 니코틴은 위벽을 자극하여 위궤양, 가슴쓰림, 위산역류 등을 유발할 수 있어요.",
4495,라베프라졸나트륨(Rabeprazole Sodium),{{카페인}} 복용시 주의하세요. 카페인은 하부식도괄약근을 느슨하게 하여 위산역류 등을 유발할 수 있어요.,
4496,라베프라졸나트륨(Rabeprazole Sodium),"마늘, 양파 등 자극성이 강한 식품은 위장장애를 유발하여 약효를 상쇄시킬 수 있으니 섭취에 주의하세요.",
4497,라베프라졸나트륨(Rabeprazole Sodium),이 약은 비타민 B의 고갈을 일으킬 수 있어요. 보충제의 복용이 도움을 줄 수 있어요.,
4498,라베프라졸나트륨(Rabeprazole Sodium),이 약은 식품이나 칼슘 보충제로부터의 칼슘 흡수를 저해하므로 골다공증에 주의하세요.,
4499,광견병안티세라(Rabies Antisera),,
4500,광견병면역글로불린(Rabies Immunoglobulins),,
4501,공수병백신(Inactivated Rabies Vaccine),,
4502,라세카도트릴(Racecadotril),,
4503,라세페민푸마레이트(Racefemine Fumarate),,
4504,라클로프리드(Raclopride),,
4505,라폭사니드(Rafoxanide),,
4506,라록시펜염산염(Raloxifene Hydrochloride),식사와 관계없이 복용할 수 있어요. ,
4507,라록시펜염산염(Raloxifene Hydrochloride),식사 또는 보충제를 통한 충분한 칼슘 및 비타민 D의 섭취가 권장되요.,
4508,라록시펜염산염(Raloxifene Hydrochloride),음주를 삼가세요.,
4509,랄티트렉세드(Raltitrexed),,
4510,라미페나존(Ramifenazone),,
4511,라미프릴(Ramipril),이 약은 체내 칼륨을 증가시킬 수 있어요. 과량의 {{칼륨을 포함하는 식단}}을 피하세요. 체내 칼륨이 지나치게 많아지면 심박이 불규칙해질 수 있어요. ,
4512,라믹소티딘(Ramixotidine),,
4513,라모플라닌(Ramoplanin),,
4514,라모세트론염산염(Ramosetron Hydrochloride),,
4515,라니무스틴(Ranimustine),,
4516,라니티딘(Ranitidine),식사와 관계없이 복용할 수 있어요. ,
4517,라니티딘(Ranitidine),충분한 물과 함께 복용하세요.,
4518,라니티딘(Ranitidine),마그네슘 또는 철분 함유 보충제 복용시 이 약과 최소 2시간의 시간 간격을 두고 복용하세요.,
4519,라니티딘(Ranitidine),마그네슘 또는 알루미늄 함유 제산제 복용시 이 약과 최소 2시간의 시간 간격을 두고 복용하세요.,
4520,라니티딘(Ranitidine),"음주를 삼가세요. 알코올은 위궤양, 가슴쓰림, 위산역류 등을 유발할 수 있어요.",
4521,라니티딘(Ranitidine),{{카페인}} 복용시 주의하세요. 카페인은 하부식도괄약근을 느슨하게 하여 위산역류 등을 유발할 수 있어요.,
4522,라니티딘(Ranitidine),"마늘, 양파 등 자극성이 강한 식품은 위장장애를 유발하여 이 약의 효과를 상쇄시킬 수 있으니 섭취에 주의하세요.",
4523,라니티딘(Ranitidine),이 약은 비타민 B의 고갈을 일으킬 수 있어요. 보충제의 복용이 도움을 줄 수 있어요.,
4524,라니티딘비스무트시트르산염(Ranitidine Bismuth Citrate),,
4525,라니티딘염산염(Ranitidine Hydrochloride),식사와 관계없이 복용할 수 있어요. ,
4526,라니티딘염산염(Ranitidine Hydrochloride),충분한 물과 함께 복용하세요.,
4527,라니티딘염산염(Ranitidine Hydrochloride),마그네슘 또는 철분 함유 보충제 복용시 이 약과 최소 2시간의 시간 간격을 두고 복용하세요.,
4528,라니티딘염산염(Ranitidine Hydrochloride),마그네슘 또는 알루미늄 함유 제산제 복용시 이 약과 최소 2시간의 시간 간격을 두고 복용하세요.,
4529,라니티딘염산염(Ranitidine Hydrochloride),"음주를 삼가세요. 알코올은 위궤양, 가슴쓰림, 위산역류 등을 유발할 수 있어요.",
4530,라니티딘염산염(Ranitidine Hydrochloride),{{카페인}} 복용시 주의하세요. 카페인은 하부식도괄약근을 느슨하게 하여 위산역류 등을 유발할 수 있어요.,
4531,라니티딘염산염(Ranitidine Hydrochloride),"마늘, 양파 등 자극성이 강한 식품은 위장장애를 유발하여 이 약의 효과를 상쇄시킬 수 있으니 섭취에 주의하세요.",
4532,라니티딘염산염(Ranitidine Hydrochloride),이 약은 비타민 B의 고갈을 일으킬 수 있어요. 보충제의 복용이 도움을 줄 수 있어요.,
4533,라놀라진염산염(Ranolazine Hydrochloride),자몽주스 섭취를 피하세요.,
4534,란피르나제(Ranpirnase),,
4535,라파쿠로늄브로마이드(Rapacuronium Bromide),,
4536,채종유(Rape Seed Oil),,
4537,라스부리카제(Rasburicase),,
4538,라스베리(Raspberry),,
4539,라스베리잎(Raspberry Leaf),,
4540,라우바신(Raubasine),,
4541,인도사목(Rauwolfia Radix),,
4542,라족산(Razoxane),,
4543,레바미피드(Rebamipide),,
4544,레복세틴메실레이트(Reboxetine Mesilate),,
4545,레카이남(Recainam),,
4546,레드2G(Red 2G),,
4547,적혈구(Red Blood Cells),,
4548,레드체리(Red Cherry),,
4549,레드클로버(Red Clover),,
4550,레드스퀼(Red Squill),,
4551,여춘화(Red-Poppy Petal),,
4552,매괴화(Rosae Flos),,
4553,레그라모스팀(Regramostim),,
4554,레락신(Relaxin),,
4555,염산레마세미드(Remacemide Hydrochloride),,
4556,레미펜타닐염산염(Remifentanil Hydrochloride),,
4557,레미키렌(Remikiren),,
4558,레목시프리드(Remoxipride),,
4559,레목시프리드염산염수화물(Remoxipride Hydrochloride),,
4560,렌자프리드(Renzapride),,
4561,레파글리니드(Repaglinide),식사 15분 전(식사 30분 이전부터 식사 직전)에 복용하세요.,
4562,레파글리니드(Repaglinide),"이 약은 식사를 할 시 복용하고, 식사를 거를 시에는 복용하지 않아요.",
4563,레파글리니드(Repaglinide),음주를 삼가세요. 알코올은 혈당을 낮추는 작용이 있어 이 약과 병용시 저혈당증의 위험성이 있어요. ,
4564,레페르탁신L-리신(Repertaxin L-Lysine),,
4565,레피리나스트(Repirinast),,
4566,레푸로테롤염산염(Reproterol Hydrochloride),,
4567,레시나민(Rescinnamine),,
4568,염산레세르필린(Reserpiline Hydrochloride),,
4569,레세르핀(Reserpine),,
4570,레시퀴모드(Resiquimod),,
4571,레스메트린(d-Resmethrin),,
4572,레소르시놀(Resorcinol),,
4573,레소르시놀모노아세테이트(Resorcinol Monoacetate),,
4574,호흡기세포융합바이러스면역글로불린(Respiratory Syncytial Virus Immunoglobulins),,
4575,호흡기세포융합바이러스백신(Respiratory Syncytial Virus Vaccines),,
4576,레테플라제(Reteplase),,
4577,레비파린나트륨(Reviparin Sodium),,
4578,람노스(Rhamnose),,
4579,라타니근(Rhatany Root),,
4580,레늄-186(Rhenium-186),,
4581,항류마티스백신(Rheumatoid Arthritis Vaccines),,
4582,대황(Rhubarb),,
4583,루스(Rhus),,
4584,리바비린(Ribavirin),식사와 함께 복용하세요.,
4585,리보플라빈(Riboflavin),,
4586,리보플라빈포스페이트나트륨(Riboflavin Sodium Phosphate),,
4587,리보뉴클레아제(Ribonuclease),,
4588,리보핵산(Ribonucleic Acid),,
4589,리보스타마이신황산염(Ribostamycin Sulfate),,
4590,차전초(Plantago Herb),,
4591,리신 (Ricin)(Ricin),,
4592,리시놀레익에시드(Ricinoleic Acid),,
4593,리파부틴(Rifabutin),,
4594,리팜피신(Rifampicin),공복(식사 1시간 이전 또는 식사 2시간 이후)에 복용하세요. 음식물은 이 약의 흡수를 저해할 수 있어요.,
4595,리팜피신(Rifampicin),충분한 물과 함께 복용하세요. [약 250ml 이상],
4596,리팜피신(Rifampicin),"제산제를 복용시, 제산제 복용 최소 1시간 이전에 이 약을 복용하세요. ",
4597,리팜피신(Rifampicin),이 약은 비타민 D의 고갈을 일으킬 수 있어요. 보충제의 복용이 도움을 줄 수 있어요.,
4598,리파마이신나트륨(Rifamycin Sodium),,
4599,리파펜틴(Rifapentine),,
4600,리팍시민(Rifaximin),식사와 관계없이 복용할 수 있어요. ,
4601,리프트밸리열백신(Rift Valley Fever Vaccines),,
4602,RⅡ레티나미드(RⅡ Retinamide),,
4603,염산릴마자폰(Rilmazafone Hydrochloride),,
4604,릴메니딘인산염(Rilmenidine Phosphate),,
4605,리루졸(Riluzole),,
4606,리만타딘염산염(Rimantadine Hydrochloride),,
4607,리멕솔론(Rimexolone),,
4608,리미테롤브롬화수소산염(Rimiterol Hydrobromide),,
4609,리오프로스틸(Rioprostil),,
4610,리세드론산나트륨(Risedronate Sodium),"음식물은 이 약의 흡수를 방해하기 때문에, 충분한 흡수를 위해 아침식사 최소 30분 전에 복용하거나 또는 하루 중에 어떤 때라도 음식물이나 음료수의 섭취 전후로 최소 2시간 떨어져서 복용하세요.",
4611,리세드론산나트륨(Risedronate Sodium),"이 약을 위(stomach)로 쉽게 도달시키고 식도자극 가능성을 감소시키기 위해, 똑바른 자세(upright position)로 충분한 양의 순수한 물(170 ∼ 240 mL)과 함께 복용하세요. 광천수나 보리차를 포함하여 다른 음료수와 함께 복용시 이 약의 흡수를 떨어뜨릴 수 있어요. ",
4612,리세드론산나트륨(Risedronate Sodium),칼슘과 비타민 D를 적절히 섭취해야 해요. 칼슘/비타민 D 보충제 복용이 필요할 수 있어요. ,
4613,리세드론산나트륨(Risedronate Sodium),"제산제(칼슘,마그네슘)(2시간), 칼슘보충제(2시간), 비타민제, 철분제(2시간) 등 그 어떤 의약품이나 음식물, 음료수 등 그 어떤 식품이라도 이 약 복용 30분 이내에 먹지 마세요. 이 약과 함께 침전물을 형성하여 장에서 흡수되지 않은 채 배설되어 버릴 수 있어요. ",
4614,리세드론산나트륨(Risedronate Sodium),이 약 복용 30분 이내에 눕지 마세요. 위장관을 자극하거나 식도벽에 궤양을 초래할 수 있어요.,
