dcode,dname,extracted,ingd_code,merged_contents,권장,주의,권장영양소,권장식재료,주의영양소,주의식재료
2009071505762,모드나캡슐,,,,,,,,,
3ikznxh0huioi,모드콜시럽,모드콜시럽,I002817,비타민 C 주의,,비타민C ,,,비타민C,
2014012200010,모드콜플루코프건조시럽,,,,,,,,,
tn9erdt0efyw7,모물린액,,,,,,,,,
2020021000001,모벌디액,,,,,,,,,
2019111100006,모비트롤겔,,,,,,,,,
A11AKP09A0024,모스쿨액,,,,,,,,,
A11AGGGGA2430,모아카민12.8%주,,,,,,,,,
A11AKP08F0481,모아쿨점안액,,,,,,,,,
2021073000017,모아큐어점안액,,,,,,,,,
2023011800010,모아프레쉬점안액(1회용),,,,,,,,,
2017020100009,모아헬드원정,,,,,,,,,
2023030900002,모이스타씨엠씨점안액1.0%(1회용),,,,,,,,,
A11AJJJJJ0096,모크린액,,,,,,,,,
2011072200003,목기천연질캡슐,,,,,,,,,
2014092500002,목시카신점안액(5mL),,,,,,,,,
2020072800028,목시카신점안액(6mL),,,,,,,,,
2015031900008,몬카루스정10mg,,,,,,,,,
2015031900006,몬카루스츄정4mg,,,,,,,,,
2015031900007,몬카루스츄정5mg,,,,,,,,,
2019102300001,몬카르정10mg,,,,,,,,,
2023103100012,몬카리진정,,,,,,,,,
2019031300019,몬카슐라정10mg,,,,,,,,,
A11AKP09F0072,몬카스트정10mg,,,,,,,,,
A11AKP09F0073,몬카스트츄정4mg,,,,,,,,,
A11AKP09F0074,몬카스트츄정5mg,,,,,,,,,
2019052200015,몬카정10mg,,,,,,,,,
2019052200013,몬카츄정4mg,,,,,,,,,
2019052200014,몬카츄정5mg,,,,,,,,,
A11AKP09F0068,몬테나정10mg,,,,,,,,,
2009112700005,몬테나츄정4mg,,,,,,,,,
A11AKP09F0060,몬테나츄정5mg,,,,,,,,,
2012112200003,몬테뉴정10mg,,,,,,,,,
2012112200001,몬테뉴츄정5mg,,,,,,,,,
2023083100002,몬테듀오정,,,,,,,,,
2015062500008,몬테라정10mg,,,,,,,,,
2023091500051,몬테라젠정10/5mg,,,,,,,,,
2011090800002,몬테락세립4mg,,,,,,,,,
A11AKP09F0058,몬테락정10mg,,,,,,,,,
A11AKP08K0077,몬테레어정10mg,,,,,,,,,
2010030200004,몬테레어츄정4mg,,,,,,,,,
A11AKP08K0164,몬테레어츄정5mg,,,,,,,,,
2023111500001,몬테레진정,,,,,,,,,
2023082800003,몬테레플정,,,,,,,,,
2017082400024,몬테로스세립4mg,,,,,,,,,
2017072400009,몬테로스정10mg,,,,,,,,,
2017070300004,몬테로스츄정4mg,,,,,,,,,
2017070300003,몬테로스츄정5mg,,,,,,,,,
2016031600005,몬테로정10mg,,,,,,,,,
2019062500037,몬테로츄정4mg,,,,,,,,,
2019060400023,몬테로츄정5mg,,,,,,,,,
2023103100003,몬테로플러스정,,,,,,,,,
2012103000007,몬테론정10mg,,,,,,,,,
2019051600073,몬테롤정10mg,,,,,,,,,
2019051600072,몬테롤츄정4mg,,,,,,,,,
2019051600071,몬테롤츄정5mg,,,,,,,,,
2023091500052,몬테롤플러스정10/5mg,,,,,,,,,
2019062700018,몬테루나정10mg,,,,,,,,,
2020042300004,몬테루니츄정5mg,,,,,,,,,
2016033100006,몬테루디정10mg,,,,,,,,,
2019051000081,몬테루딘정10mg,,,,,,,,,
2019022800106,몬테루딘츄정4mg,,,,,,,,,
2019041600058,몬테루딘츄정5mg,,,,,,,,,
A11AKP09F0061,몬테루스정10mg,,,,,,,,,
A11AKP09F0062,몬테루스츄정4mg,,,,,,,,,
A11AKP09F0063,몬테루스츄정5mg,,,,,,,,,
2012122400006,몬테루정10mg,,,,,,,,,
2012041200003,몬테루칸속붕해정10mg,,,,,,,,,
2010082500001,몬테루칸속붕해정4mg,,,,,,,,,
2010082500002,몬테루칸속붕해정5mg,,,,,,,,,
2010081000001,몬테루칸정10mg,,,,,,,,,
2017112000008,몬테루크정10mg,,,,,,,,,
2017112000010,몬테루크츄정4mg(수출용),,,,,,,,,
2017112000009,몬테루크츄정5mg(수출용),,,,,,,,,
2020011300012,몬테루키세립4mg,,,,,,,,,
2019112200004,몬테루키츄정4mg,,,,,,,,,
2019111300005,몬테루키츄정5mg,,,,,,,,,
2019072300077,몬테리엔정10mg,,,,,,,,,
2019092700033,몬테리엔츄정4mg,,,,,,,,,
2019100700028,몬테리엔츄정5mg,,,,,,,,,
2023111600007,몬테리엠정,,,,,,,,,
2018041700009,몬테리진츄정,,,,,,,,,
2017051700009,몬테리진캡슐,,,,,,,,,
2014030300022,몬테린세립4mg,,,,,,,,,
2013110800001,몬테린정10mg,,,,,,,,,
2013110800002,몬테린츄정4mg,,,,,,,,,
2014010200003,몬테린츄정5mg,,,,,,,,,
2023082400002,몬테비잘정,,,,,,,,,
2023082800002,몬테세티정,,,,,,,,,
2019100400012,몬테스건츄정5mg,,,,,,,,,
2015041000005,몬테스코정10mg,,,,,,,,,
2015041000008,몬테스코츄정4mg,,,,,,,,,
2015041000009,몬테스코츄정5mg,,,,,,,,,
2018062800005,몬테스타정10mg,,,,,,,,,
2018062800002,몬테스타츄정4mg,,,,,,,,,
2018062800001,몬테스타츄정5mg,,,,,,,,,
2017042500012,몬테스탈정10mg,,,,,,,,,
2016062000035,몬테스트정10mg,,,,,,,,,
2016053100041,몬테스트츄정4mg,,,,,,,,,
2016053100042,몬테스트츄정5mg,,,,,,,,,
2019080100015,몬테시움정10mg,,,,,,,,,
2015063000022,몬테신정10mg,,,,,,,,,
A11AKP09F0064,몬테어정10mg,,,,,,,,,
A11AKP09F0065,몬테어츄정4mg,,,,,,,,,
A11AKP09F0066,몬테어츄정5mg,,,,,,,,,
2019091900138,몬테엠정10mg,,,,,,,,,
2019032900036,몬테원세립4mg,,,,,,,,,
2019032200034,몬테원정10mg,,,,,,,,,
2019040500037,몬테원츄정4mg,,,,,,,,,
2019032200035,몬테원츄정5mg,,,,,,,,,
2011102800035,몬테잘세립4mg,,,,,,,,,
2011090100003,몬테잘정10mg,,,,,,,,,
2011090100002,몬테잘츄정4mg,,,,,,,,,
2011090100001,몬테잘츄정5mg,,,,,,,,,
A11AKP09F0059,몬테정10mg,,,,,,,,,
2017080100046,몬테젠정10mg,,,,,,,,,
2015101200007,몬테츄정5mg,,,,,,,,,
2013071700007,몬테카스정10mg,,,,,,,,,
2019053100008,몬테카스츄정4mg,,,,,,,,,
2019053100007,몬테카스츄정5mg,,,,,,,,,
2016062700012,몬테카정,,,,,,,,,
2016062700011,몬테카츄정4mg,,,,,,,,,
2016062700010,몬테카츄정5mg,,,,,,,,,
2013090400001,몬테칸세립4mg,,,,,,,,,
2009112000004,몬테칸정10mg,,,,,,,,,
2012121400006,몬테칸츄정4mg,,,,,,,,,
2012121400007,몬테칸츄정5mg,,,,,,,,,
2023090100004,몬테칸플러스정,,,,,,,,,
2020042400012,몬테케이세립4mg,,,,,,,,,
2020031600001,몬테케이정10mg,,,,,,,,,
2020021200003,몬테케이츄정4mg,,,,,,,,,
2020021200007,몬테케이츄정5mg,,,,,,,,,
2019120600008,몬테콜세립4mg,,,,,,,,,
2019090900119,몬테콜정10mg,,,,,,,,,
2016062700083,몬테퀄츄정4mg,,,,,,,,,
2019111800008,몬테큐세립4mg,,,,,,,,,
A11AKP09F0046,몬테큐정10mg,,,,,,,,,
2019102300022,몬테큐츄정4mg,,,,,,,,,
2019102300002,몬테큐츄정5mg,,,,,,,,,
2023103100002,몬테큐플러스정10/5mg,,,,,,,,,
2019110700012,몬테킴정10mg,,,,,,,,,
2020052500001,몬테트리세립4mg,,,,,,,,,
2020042400036,몬테트리정10mg,,,,,,,,,
2020042400032,몬테트리츄정4mg,,,,,,,,,
2020042400033,몬테트리츄정5mg,,,,,,,,,
2012082300003,몬테펙트정10mg,,,,,,,,,
2016061300017,몬테포스정10mg,,,,,,,,,
2016040700005,몬테포스츄정4mg,,,,,,,,,
2016050200019,몬테포스츄정5mg,,,,,,,,,
2019061000010,몬텐세립4mg,,,,,,,,,
2019071500024,몬텐정10mg,,,,,,,,,
2019032900093,몬텐츄정4mg,,,,,,,,,
2019032900094,몬텐츄정5mg,,,,,,,,,
2013013100011,몬트레어정10mg,,,,,,,,,
2014102900022,몸싹정,,,,,,,,,
2015052900027,무라졸쿨크림,,,,,,,,,
A11AKP08G3882,무린데액,,,,,,,,,
2015031000008,무잘쿨크림,,,,,,,,,
2018011100004,무조날에스네일라카,,,,,,,,,
2014032700017,무조날쿨크림,,,,,,,,,
2020112000009,무조날파워스프레이액,,,,,,,,,
2017030600002,무조라실쿨크림,,,,,,,,,
A11APPPPP2106,무조메큐액,,,,,,,,,
2015031100002,무조멘액,,,,,,,,,
2015010600001,무조무알파에어로솔,,,,,,,,,
2019021500025,무조무플러스겔,,,,,,,,,
2014090500001,물드라민에스겔,,,,,,,,,
2009071505449,물리나겔,,,,,,,,,
A11AJJJJJ0512,물리스크림,,,,,,,,,
2009071506067,물리스A액,,,,,,,,,
2016040100032,물리신액(수출용),,,,,,,,,
A11AKKKKK0307,물리어겔,,,,,,,,,
2013051600005,물린더겔,,,,,,,,,
A11A1090A0085,물린디액,,,,,,,,,
2022021000001,물린디쿨액,,,,,,,,,
2020021100012,물린쿨겔,,,,,,,,,
2021021000002,물린쿨에스겔,,,,,,,,,
2021031100001,물린쿨에프겔,,,,,,,,,
2020051400005,뮤카란캡슐200mg,,,,,,,,,
2011111400039,뮤카민시럽,,,,,,,,,
2015110200006,뮤카민정,,,,,,,,,
A11A1310A0180,뮤코론5%시럽,,,,,,,,,
A11A1310A0142,뮤코론캡슐375mg,,,,,,,,,
2020101600010,미네큐비타정,,,,,,,,,
2014041800007,미네큐텐프리미엄연질캡슐,,,,,,,,,
2011110900003,미놀에프트로키,,,,,,,,,
2009071505527,미니메이드정(수출용),,,,,,,,,
2015110200049,미래칸크림10.56%(수출용),,,,,,,,,
2018072600002,미모틸정(수출용),,,,,,,,,
A11AEEEEE0006,미아신주250mg,,,,,,,,,
A11AEEEEE0007,미아신주500mg,,,,,,,,,
2022022300007,미안레드점안액(1회용),,,,,,,,,
2019111800003,미안케어점안액,,,,,,,,,
A11APPPPP2412,미앤비타정,미앤비타정,I005713,지방 ,지방 ,,지방,,,
2016082600008,미엘카틴정,,,,,,,,,
2017060800007,미카실외용액,,,,,,,,,
2022041200006,미카실원스외용액,,,,,,,,,
A11AKP08G2908,미카톤액,,,,,,,,,
A11A0770A0295,미카톤크림,,,,,,,,,
2018102300001,미카펜정,,,,,,,,,
2011050300003,미케란엘에이점안액1%,,,,,,,,,
2011050300004,미케란엘에이점안액2%,,,,,,,,,
A11A4270A0007,미케란정,,,,,,,,,
A11AOOOOO2440,미키크림,,,,,,,,,
2011111400068,민카민시럽(500mL),,,,,,,,,
2019110500045,민카민시럽(9mL),,,,,,,,,
2016061600005,민카민정,,,,,,,,,
2014080100028,바라누보정0.5mg,,,,,,,,,
2014080100027,바라누보정1mg,,,,,,,,,
2015032500006,바라리버정0.5mg,,,,,,,,,
2015032500007,바라리버정1mg,,,,,,,,,
2013011800002,바라엔터정0.5mg(수출용),,,,,,,,,
2012112200005,바라엔터정1mg,,,,,,,,,
2012092600005,바라큐어정0.5mg,,,,,,,,,
2012092600006,바라큐어정1mg,,,,,,,,,
2015061100010,바라크로스구강용해필름0.5mg,,,,,,,,,
2015061100009,바라크로스구강용해필름1mg,,,,,,,,,
2012100400019,바라크로스정0.5mg,,,,,,,,,
2012100400018,바라크로스정1mg,,,,,,,,,
A11APPPPP0456,바라크루드시럽,,,,,,,,,
A11APPPPP0403,바라크루드정0.5mg,,,,,,,,,
A11APPPPP0402,바라크루드정1mg,,,,,,,,,
2017122600032,바라크르정0.5mg,,,,,,,,,
2017122600033,바라크르정1mg,,,,,,,,,
2013032500035,바라클정0.5mg,,,,,,,,,
2013032500055,바라클정1mg,,,,,,,,,
2015072000012,바라티스구강용해필름0.5mg,,,,,,,,,
2015072000013,바라티스구강용해필름1mg,,,,,,,,,
2013123000002,바라티스정0.5mg,,,,,,,,,
2013121600005,바라티스정1mg,,,,,,,,,
2011123000009,바렌굿겔,,,,,,,,,
2015030900005,바렌굿네일라카,,,,,,,,,
2019052200030,바로드정0.5mg,,,,,,,,,
2019052200031,바로드정1mg,,,,,,,,,
A11APPPPP2718,바로콜에프캡슐,바로콜에프캡슐,I002817,비타민 C 주의,,비타민C ,,,비타민C,
2015022300012,바루드정0.5mg,,,,,,,,,
2015022300013,바루드정1mg,,,,,,,,,
A11ABBBBB2247,바르민액,,,,,,,,,
A11A3700A0242,바르졸크림(수출용),,,,,,,,,
2015041700012,바르졸플러스크림(수출용),,,,,,,,,
2015030200026,바르지오네일라카,,,,,,,,,
2021090100004,바르핀케어네일라카,,,,,,,,,
2015102100010,바르핀쿨크림,,,,,,,,,
A11AOOOOO4228,바소딜렌정,,,,,,,,,
A11AOOOOO4495,바소트롤정12.5mg,,,,,,,,,
A11AOOOOO1743,바소트롤정25mg,,,,,,,,,
2012010600004,바소트롤정6.25mg,,,,,,,,,
2019072300058,바스크롱에프캡슐,,,,,,,,,
2021021000006,바스포플러스연고,,,,,,,,,
2013022700091,바시트라신플러스연고(수출용),,,,,,,,,
A11APPPPP1416,바이넥스카르베딜롤정12.5mg,,,,,,,,,
A11AOOOOO3111,바이넥스카르베딜롤정25mg,,,,,,,,,
A11AOOOOO9221,바이넥스황산아미카신주,,,,,,,,,
A11AJJJJJ0125,바이메드캡슐,,,,,,,,,
A11AKP08G1430,바이실연질캡슐,,,,,,,,,
A11APPPPP0125,바이카니틴주(수출용),바이카니틴주,I006336,고단백 주의,,단백질 ,,,단백질,
A11AOOOOO5248,바이카트산(650g),바이카트산,I003757,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의",,"카페인,마늘, 양파",,,카페인,"마늘, 양파"
2016070400001,바이카트산(720g),,,,,,,,,
2014092600005,바이큐어정0.5mg,,,,,,,,,
2014092600007,바이큐어정1mg(수출용),,,,,,,,,
2014082600004,바카비정0.5mg,,,,,,,,,
2014082600005,바카비정1mg,,,,,,,,,
A11A0920A0281,발무졸크림(수출용),,,,,,,,,
A11A1310A0197,뱅드롱액,,,,,,,,,
2023072500001,뱅드롱에스시럽,,,,,,,,,
2009071505781,버그진크림,,,,,,,,,
A11AKP08K0019,버래물액,,,,,,,,,
2019122400005,버물리알파액,,,,,,,,,
A11A3060A0333,버물리에스액,,,,,,,,,
2019102100019,버물리플러스액,,,,,,,,,
A11AKP08G1127,버퍼린레이디정,버퍼린레이디정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
A11AKP08G1127,버퍼린레이디정,버퍼린레이디정,I004865,"카페인 주의 마늘, 생강은 과량 섭취에 주의",,"카페인,마늘, 생강",,,카페인,"마늘, 생강"
2014062500005,번카인연고,,,,,,,,,
A11AKP08K0293,벌리물크림,,,,,,,,,
2017052600010,벌모엔겔,,,,,,,,,
A11A0950A0464,벌무덴리니멘트,,,,,,,,,
2016112400001,벌무덴쿨겔,,,,,,,,,
2023072700003,벌키퍼크림,,,,,,,,,
ilawlw0zretuq,베가톤연질캡슐,,,,,,,,,
A11A2830A0161,베노카인액(100mL),,,,,,,,,
2018030500007,베노카인액(10mL),,,,,,,,,
2018030500006,베노카인액(500mL),,,,,,,,,
2017011100003,베노쿨에스액,,,,,,,,,
A11AKP08B0043,베라놀캡슐,,,,,,,,,
2016082900010,베라카인겔10.56%(수출용),,,,,,,,,
xc8hj0uyltrgk,베라카인스프레이,,,,,,,,,
2020101500017,베라카인액10.56%(수출용),,,,,,,,,
2017022200005,"베라카인엠겔9.6%(무향,바나나향)",,,,,,,,,
2016101400001,베라카인크림10.56%(수출용),,,,,,,,,
2016091900006,베라카인크림9.6%(수출용),,,,,,,,,
A11A2340B0058,베로틴연질캡슐,,,,,,,,,
A11AKP08L0376,베비맥시럽,,,,,,,,,
2016120100034,베스톱크림(15g),,,,,,,,,
A11AGGGGA4725,베스톱크림(30g),,,,,,,,,
2016120100033,베스톱크림(500g),,,,,,,,,
2023092500012,베아후레쉬점안액1%(1회용),,,,,,,,,
2020052600024,베이드연고,,,,,,,,,
2016110100019,베이드크림(20g),,,,,,,,,
2016110100018,베이드크림(500g),,,,,,,,,
A11A2460B0020,베이비콜콜시럽(수출용),베이비콜콜시럽,I002817,비타민 C 주의,,비타민C ,,,비타민C,
A11AKP08B0054,베이칸연질캡슐,,,,,,,,,
A11AMMMMM2311,베카로닌주(수출용),,,,,,,,,
A11AMMMMM2313,베카로닌주10mg(수출용),,,,,,,,,
A11A2580B0002,베카로텐연질캡슐,,,,,,,,,
A11AGGGGA3925,베카론주,,,,,,,,,
A11A0140A0149,베카론주10mg,,,,,,,,,
2009091800233,베코아연질캡슐,,,,,,,,,
A11AKP08K0017,베타메드연질캡슐,,,,,,,,,
2023051000002,베타셀민연질캡슐,,,,,,,,,
2009090700109,베타파워셀연질캡슐,,,,,,,,,
8rwq3h436wxop,베타포스연질캡슐,,,,,,,,,
2017062900003,벤스쿨크림,,,,,,,,,
2017071700005,벤포벨브이정,,,,,,,,,
2016112400007,벤포비타100정,,,,,,,,,
2018072600019,벤포콜캡슐,,,,,,,,,
2019072900003,벨라에스정,,,,,,,,,
2019041800069,벨빅엑스알정,,,,,,,,,
2015020400001,벨빅정,,,,,,,,,
2017082800005,벨카이라주,,,,,,,,,
2023100500001,보나링스피드액,,,,,,,,,
2019102300024,보드미크림(20g),,,,,,,,,
A11AGGGGA2933,보드미크림(450g),,,,,,,,,
2020031600003,보령카르베딜롤정12.5mg,,,,,,,,,
2020031600002,보령카르베딜롤정25mg,,,,,,,,,
2018020100023,보령티카그렐러정60mg,,,,,,,,,
2018020100020,보령티카그렐러정90mg,,,,,,,,,
2013111400003,보령필로카르핀정,,,,,,,,,
2022020400010,보카브리아정30mg,,,,,,,,,
2022020400011,보카브리아주,,,,,,,,,
2015112400005,복합무조메에스겔,,,,,,,,,
2016090500003,복합소부날캡슐(수출용),,,,,,,,,
2017080100036,복합테르비나쿨크림,,,,,,,,,
2017041700001,복합테르쿨크림,,,,,,,,,
2009091800109,본카바연질캡슐,,,,,,,,,
2013092600004,부광엔테카비르정0.5mg,,,,,,,,,
2013092600001,부광엔테카비르정1mg,,,,,,,,,
A11AGGGGA4319,부브카주(수출용),,,,,,,,,
2009071505525,뷰라인정,,,,,,,,,
2018053100027,뷰크린겔,,,,,,,,,
2020022400017,뷰티네일라카,,,,,,,,,
2020040100016,뷰티더마액0.25%(20g),,,,,,,,,
2020080600012,뷰티더마액0.25%(50g),,,,,,,,,
2018102300004,뷰티스홈10%겔,,,,,,,,,
2018102300005,뷰티스홈15%겔,,,,,,,,,
2015072200006,뷰티카인크림,,,,,,,,,
A11ADDDDD0500,브라덱신캅셀(수출용),,,,,,,,,
A11AJJJJJ0301,브라이점안액,,,,,,,,,
2018053000002,브렐러정60mg,,,,,,,,,
2018020900002,브렐러정90mg,,,,,,,,,
2018022600004,브로리타정90mg,,,,,,,,,
2019080700032,브로에스정,,,,,,,,,
2017062600003,브로카민정,,,,,,,,,
A11AJJJJJ0127,브로테인시럽(수출용),,,,,,,,,
A11AJJJJJ0128,브로테인캡슐(수출용),,,,,,,,,
2015100600036,브론카민정,,,,,,,,,
2018022000001,브리티카정90mg,,,,,,,,,
2019012500180,브릴그렐러정60mg,,,,,,,,,
2018020100019,브릴그렐러정90mg,,,,,,,,,
2022020700001,브릴러정60mg,,,,,,,,,
2018022600003,브릴러정90mg,,,,,,,,,
2016081100012,브릴린타정60mg,,,,,,,,,
2011072500001,브릴린타정90mg,,,,,,,,,
2018032100010,브릴코론정90mg,,,,,,,,,
2016031000004,브이리도카인크림9.6%,,,,,,,,,
2015111700033,브이엘주,,,,,,,,,
2018012200026,브이코프엔연질캡슐,,,,,,,,,
2019040500004,브타온정60mg,,,,,,,,,
2019042500101,브타온정90mg,,,,,,,,,
q1lzdfu8urw2j,비나폴로연질캡슐,,,,,,,,,
A11AKP08A0218,비나폴로큐텐정,비나폴로큐텐정,I005713,지방 ,지방 ,,지방,,,
2011030200016,비니카핀주(10mL),,,,,,,,,
2018032700026,비니카핀주(20mL),,,,,,,,,
2018040300012,비니카핀주(5mL),,,,,,,,,
2021011200004,비디디셀정25mg,,,,,,,,,
2009071502677,비디디정(수출용),,,,,,,,,
A11AOOOOO3084,비디비캡슐,,,,,,,,,
A11A1560A0207,비디카정,,,,,,,,,
A11AOOOOO6840,비디큐캡슐,,,,,,,,,
A11AOOOOO4388,비디텍정,,,,,,,,,
2022061500003,비맥스엠지플러스연질캡슐,,,,,,,,,
2010040900016,비민렌연질캡슐(수출용),,,,,,,,,
2019052400043,비보존몬테루카스트세립4mg,,,,,,,,,
2016062300011,비보존몬테루카스트정10mg,,,,,,,,,
2016062300009,비보존몬테루카스트츄정4mg,,,,,,,,,
2016062300010,비보존몬테루카스트츄정5mg,,,,,,,,,
2022081900002,비보존시클로피록스네일라카,,,,,,,,,
2016062300035,비보존엔테카비르정0.5mg,,,,,,,,,
2016062300036,비보존엔테카비르정1mg,,,,,,,,,
2016062800039,비비셀캡슐,,,,,,,,,
A11AKP08F0474,비스타에스점안액,,,,,,,,,
A11A1620A0093,비씨메토카르바몰정,,,,,,,,,
A11A1620A0219,비씨메토카르바몰주사,,,,,,,,,
2019110700022,비알펠카민시럽,,,,,,,,,
A11AKP08E0065,비앤큐정,비앤큐정,I005713,지방 ,지방 ,,지방,,,
A11A2190A0230,비엠겔9.6%,,,,,,,,,
2014030400007,비엠쿨에프캡슐,,,,,,,,,
2023013100009,비오틱250산,,,,,,,,,
2023051900003,비오틱골드캡슐,,,,,,,,,
2010112500008,비오플250산,,,,,,,,,
2013031200010,비오플250캡슐,,,,,,,,,
A11AKP08G5167,비카덱스정,,,,,,,,,
A11APPPPP1258,비카루드정,,,,,,,,,
2009120700008,비카루드정150mg(수출용),,,,,,,,,
A11AKP08K0247,비카린에프정(수출용),,,,,,,,,
2015060300203,비카린엠장용정,,,,,,,,,
A11A0530A0090,비카린정(수출용),,,,,,,,,
2019050200113,비카베라포도당1.5%칼슘1.75mmol/L복막투석액(2000mL),,,,,,,,,
2019111100020,비카베라포도당1.5%칼슘1.75mmol/L복막투석액(5L),,,,,,,,,
2019050200114,비카베라포도당2.3%칼슘1.75mmol/L복막투석액(2000mL),,,,,,,,,
2019111100021,비카베라포도당2.3%칼슘1.75mmol/L복막투석액(5L),,,,,,,,,
2019050200115,비카베라포도당4.25%칼슘1.75mmol/L복막투석액(2000mL),,,,,,,,,
2019111100022,비카베라포도당4.25%칼슘1.75mmol/L복막투석액(5L),,,,,,,,,
A11AKP08G1869,비카소정,,,,,,,,,
2019053100052,비카원스정10/40mg,,,,,,,,,
2019053100054,비카원스정5/20mg,,,,,,,,,
2019053100053,비카원스정5/40mg,,,,,,,,,
2019080100031,비카인크림,,,,,,,,,
2018070300007,비카페롤정,,,,,,,,,
2018070300006,비카페롤플러스정,,,,,,,,,
2009071506113,비코큐엔정,,,,,,,,,
2021101300003,비타견정,,,,,,,,,
jyyrouno2d7yf,비타너지정,비타너지정,I005713,지방 ,지방 ,,지방,,,
A11AKP08B0169,비타모니연질캡슐,비타모니연질캡슐,I001471,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
A11AKP08G0625,비타민씨로텍스메디카주아스코르빈산500mg,,,,,,,,,
2020102000007,비타박스에스정,,,,,,,,,
2010031700007,비타박스정,,,,,,,,,
2009090700174,비타스타정,,,,,,,,,
A11AKP08L0388,비타쎌연질캡슐,,,,,,,,,
2010031700004,비타알파정,,,,,,,,,
A11AKP08L0410,비타액티브연질캡슐,비타액티브연질캡슐,I005713,지방 ,지방 ,,지방,,,
A11AKP08L0410,비타액티브연질캡슐,비타액티브연질캡슐,I001471,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
vveu3iwcpe8a4,비타앤큐캡슐,비타앤큐캡슐,I005713,지방 ,지방 ,,지방,,,
2020120800003,비타에이트큐정,,,,,,,,,
A11AKP09D0118,비타코엠정,비타코엠정,I005713,지방 ,지방 ,,지방,,,
2009071505931,비타큐골드정,,,,,,,,,
2009091800245,비타큐어플러스정,,,,,,,,,
2010022300047,비타큐텐에프정,,,,,,,,,
